Year,Program,ID#,Date,Time,Site/Captain,Lat,Long,Depth (m),Secchi (m),Water Temp at 1 meter (C),Water Sample Method,Total Microcystins (µg/L),Chlorophyll (µg/L),TSS (g/L),NVSS (g/L),AFDW (g/L),Nitrate+NO2 (µmol/L),Ammonium (µmol/L),Nitrite (µmol/L),DRP (µmol/L),Silicate (µmol/L),Nitrate (µmol/L),TP (µmol/L),TKN (µmol/L),TN (µmol/L),TN:TP (molar),Green algae-chla µg/l,Bluegreen algae-chla µg/l,Diatoms-chla µg/l,Cryptophytes-chla µg/l,Yellow substances µg/l,FluoroProbe total chla µg/l,Nitrate+NO2 (µg N/L),Ammonium (µg N/L),Nitrite (µg N/L),DRP (µg P/L),Silicate (µg Si/L),Nitrate (µg N/L),TP (µg P/L),TKN (µg N/L),TN (µg N/L),TN:TP (mass)
2015,Charter Captains,2015CC013,6/8/2015,11:45,R. Eickholt,41.77533,-83.13800,8.23,1.70,15.56,0-2 meter intergraded,0.13,4.88,0.00968,0.00544,0.00424,21.398,2.396,,0.022,16.695,,0.369,27.515,48.913,132.555,,,,,,,299.72,33.56,,0.68,468.90,,11.43,385.40,685.12,59.94386464
2015,Charter Captains,2015CC014,6/15/2015,10:00,D. Spangler,41.64832,-83.09838,5.27,1.65,21.00,0-2 meter intergraded,0.16,1.72,0.00630,0.00451,0.00179,55.778,6.447,0.779,0.600,22.846,55.013,1.279,26.228,74.007,57.863,0.15,0.12,0.35,0.74,0.39,1.37,781.28,90.30,10.91,18.58,641.65,770.57,39.62,367.38,1036.62,26.16676836
2015,Charter Captains,2015CC015,6/15/2015,,R. Eickholt,41.64800,-83.11867,5.49,1.74,18.33,0-2 meter intergraded,0.07,1.61,0.00539,0.00351,0.00188,67.390,6.441,0.887,0.846,26.640,66.521,1.375,27.464,85.756,62.368,0.30,0.15,0.33,0.29,0.37,1.07,943.93,90.22,12.42,26.20,748.21,931.76,42.59,384.69,1201.18,28.20393156
2015,Charter Captains,2015CC016,6/15/2015,12:53,D. Lowther,41.70410,-82.98605,9.39,0.25,21.78,0-2 meter intergraded,0.21,10.59,0.00666,0.00165,0.00501,22.936,3.460,0.418,0.050,19.195,22.524,0.413,31.591,51.654,125.070,1.64,0.00,2.01,0.00,0.12,3.65,321.26,48.46,5.85,1.55,539.11,315.49,12.79,442.50,723.52,56.55900247
2015,Charter Captains,2015CC017,6/15/2015,,P. Pacholski,41.74497,-83.19565,8.23,2.13,21.67,0-2 meter intergraded,0.28,6.94,0.00558,0.00227,0.00332,45.671,0.982,0.809,0.007,22.323,44.862,0.550,24.262,64.211,116.747,0.90,0.16,1.74,1.71,0.41,4.50,639.71,13.75,11.33,0.22,626.96,628.38,17.04,339.84,899.40,52.79521693
2015,Charter Captains,2015CC018,6/22/2015,13:15,P. Pacholski,41.74650,-83.17400,8.23,1.34,23.33,0-2 meter intergraded,0.84,16.78,0.00730,0.00282,0.00448,177.288,0.969,4.082,0.447,25.627,173.206,1.835,46.963,224.251,122.208,2.24,0.54,16.47,1.42,1.15,20.68,2483.27,13.57,57.18,13.85,719.76,2426.10,56.84,657.81,3141.08,55.26448845
2015,Charter Captains,2015CC019,6/22/2015,8:40,R. Eickholt,41.66667,-82.99917,8.84,2.01,18.33,0-2 meter intergraded,0.07,6.81,0.00348,0.00108,0.00240,95.215,3.677,1.931,0.226,22.020,93.284,1.334,30.911,126.126,94.547,1.41,0.19,4.60,0.62,0.63,6.82,1333.68,51.50,27.05,7.00,618.45,1306.63,41.32,432.97,1766.65,42.75595661
2015,Charter Captains,2015CC021,6/22/2015,8:00,D. Spangler,41.64817,-83.09858,5.27,1.30,22.44,0-2 meter intergraded,0.35,3.49,0.00603,0.00314,0.00289,210.880,6.849,4.448,1.150,39.106,206.432,1.749,41.671,252.551,144.397,0.49,0.57,1.17,0.50,0.83,2.73,2953.80,95.93,62.30,35.62,1098.33,2891.49,54.17,583.69,3537.48,65.29908829
2015,Charter Captains,2015CC022,6/22/2015,,J. Tucholski,41.61333,-82.98333,4.57,2.84,23.39,0-2 meter intergraded,0.06,3.77,0.00103,0.00095,0.00008,52.114,3.730,0.838,0.557,23.769,51.276,0.959,23.523,75.637,78.871,0.73,0.06,1.97,0.35,0.33,3.11,729.96,52.25,11.74,17.25,667.58,718.22,29.70,329.49,1059.45,35.66674875
2015,Charter Captains,2015CC023,6/22/2015,12:03,D. Lowther,41.63202,-83.01860,3.96,2.47,23.67,0-2 meter intergraded,0.07,2.73,0.00170,0.00110,0.00060,105.104,5.473,1.984,0.608,26.193,103.120,1.357,31.863,136.967,100.934,0.52,0.92,0.81,0.65,0.61,2.89,1472.19,76.66,27.79,18.83,735.66,1444.40,42.03,446.31,1918.50,45.64402457
2015,Charter Captains,2015CC024,6/30/2015,12:30,R. Eickholt,41.72900,-82.85433,9.75,0.81,18.33,0-2 meter intergraded,0.19,5.04,0.01340,0.00892,0.00448,21.774,2.732,0.387,0.382,24.276,21.387,1.240,31.755,53.529,43.169,1.17,0.15,2.91,0.25,0.20,4.48,304.99,38.27,5.42,11.83,681.82,299.57,38.41,444.79,749.78,19.52159415
2015,Charter Captains,2015CC025,6/30/2015,10:45,P. Pacholski,41.75578,-83.16935,8.23,0.22,21.39,0-2 meter intergraded,0.19,6.64,0.04268,0.03298,0.00971,178.408,2.022,3.969,,64.221,174.439,3.275,37.289,215.697,65.862,0.68,0.96,4.91,0.03,1.20,6.58,2498.96,28.32,55.59,,1803.71,2443.37,101.44,522.31,3021.27,29.78383622
2015,Charter Captains,2015CC026,6/30/2015,14:00,R. Unger,41.61875,-82.69417,8.53,0.89,20.00,0-2 meter intergraded,0.07,4.62,0.01106,0.00711,0.00395,22.858,2.627,0.413,0.413,24.607,22.445,0.897,23.965,46.823,52.200,0.65,0.38,2.88,0.00,0.25,3.91,320.17,36.80,5.78,12.79,691.11,314.39,27.78,335.68,655.85,23.60557738
2015,Charter Captains,2015CC027,6/30/2015,,J. Tucholski,41.54667,-82.95000,4.57,0.44,19.44,0-2 meter intergraded,0.07,8.43,0.07550,0.05675,0.01875,237.716,5.104,3.029,3.272,118.368,234.687,7.683,79.468,317.184,41.284,3.01,1.10,4.70,0.15,1.75,8.95,3329.69,71.49,42.43,101.35,3324.48,3287.26,237.97,1113.11,4442.80,18.66931026
2015,Charter Captains,2015CC028,6/29/2015,8:00,D. Spangler,41.64817,-83.09850,5.46,0.05,20.33,0-2 meter intergraded,0.05,9.41,0.21635,0.17423,0.04212,309.516,0.597,3.086,3.029,126.043,306.430,11.414,89.502,399.018,34.959,1.36,3.49,5.38,0.01,1.51,10.24,4335.39,8.36,43.23,93.82,3540.04,4292.17,353.54,1253.65,5589.05,15.80892918
2015,Charter Captains,2015CC029,7/8/2015,12:20,J. Tucholski,41.53387,-82.99245,5.49,0.87,22.44,0-2 meter intergraded,0.07,6.94,0.01480,0.00957,0.00523,113.478,3.969,1.464,0.635,53.696,112.014,1.819,36.529,150.007,82.467,2.59,1.20,1.62,1.56,1.17,6.98,1589.49,55.59,20.51,19.67,1508.11,1568.98,56.34,511.66,2101.15,37.29294333
2015,Charter Captains,2015CC031,7/8/2015,11:11,D. Lowther,41.64313,-83.01037,4.57,0.75,21.94,0-2 meter intergraded,0.08,5.29,0.01943,0.01360,0.00583,178.369,3.732,2.620,1.405,117.218,175.749,2.646,41.816,220.185,83.214,0.91,1.75,1.19,0.96,1.40,4.81,2498.41,52.27,36.70,43.52,3292.18,2461.72,81.96,585.72,3084.13,37.63099697
2015,Charter Captains,2015CC032,7/8/2015,12:40,R. Eickholt,41.63083,-83.06717,4.27,0.46,21.11,0-2 meter intergraded,0.06,8.17,0.03153,0.02320,0.00833,188.940,2.000,2.233,1.573,129.835,186.707,3.245,52.758,241.698,74.483,1.27,4.40,0.72,2.22,1.46,8.61,2646.48,28.01,31.28,48.72,3646.55,2615.20,100.51,738.98,3385.46,33.68264517
2015,Charter Captains,2015CC033,7/8/2015,11:30,P. Pacholski,41.77553,-83.19682,8.53,2.00,21.11,0-2 meter intergraded,0.04,3.87,0.00684,0.00374,0.00310,38.576,3.279,1.121,0.059,55.154,37.455,0.443,20.648,59.224,133.688,1.18,0.46,0.58,0.71,0.46,2.93,540.33,45.93,15.70,1.83,1549.06,524.63,13.72,289.22,829.55,60.45633905
2015,Charter Captains,2015CC034,7/8/2015,12:23,R. Unger,41.59698,-82.73348,6.71,0.14,21.11,0-2 meter intergraded,0.04,5.83,0.00778,0.00420,0.00358,39.683,4.987,0.886,0.251,25.064,38.797,0.870,35.925,75.608,86.906,0.20,1.61,1.97,1.72,0.72,5.51,555.84,69.85,12.41,7.77,703.95,543.43,26.95,503.20,1059.04,39.30034222
2015,Charter Captains,2015CC035,7/13/2015,,D. Spangler,41.64800,-83.09917,5.67,1.17,21.72,0-2 meter intergraded,0.06,4.69,0.00763,0.00327,0.00437,136.168,4.728,1.718,1.337,78.911,134.450,1.754,36.955,173.123,98.702,0.47,0.40,0.23,0.51,0.91,1.61,1907.31,66.23,24.06,41.41,2216.29,1883.24,54.33,517.63,2424.93,44.63474057
2015,Charter Captains,2015CC036,7/13/2015,13:08,D. Lowther,41.70002,-82.81578,9.75,1.32,23.00,0-2 meter intergraded,0.03,7.91,0.00698,0.00356,0.00342,92.148,2.325,2.487,0.461,63.132,89.661,1.020,31.054,123.202,120.786,1.10,0.68,0.05,1.48,0.57,3.32,1290.72,32.57,34.84,14.28,1773.13,1255.88,31.59,434.97,1725.69,54.62172619
2015,Charter Captains,2015CC037,7/13/2015,,J. Tucholski,41.63758,-82.85583,7.92,1.27,21.78,0-2 meter intergraded,0.05,12.64,0.00910,0.00546,0.00364,139.234,1.695,3.965,0.568,80.925,135.269,1.579,32.889,172.123,109.008,0.78,2.33,0.04,3.22,0.83,6.37,1950.25,23.74,55.54,17.59,2272.86,1894.71,48.91,460.68,2410.93,49.29519757
2015,Charter Captains,2015CC038,7/20/2015,14:00,J. Tucholski,41.61417,-82.86872,8.23,0.92,24.89,0-2 meter intergraded,0.04,14.75,0.01256,0.00652,0.00604,127.078,0.689,3.099,0.774,34.779,123.979,1.285,29.423,156.501,121.791,1.86,1.71,0.04,4.28,0.92,7.89,1779.98,9.65,43.41,23.97,976.80,1736.57,39.80,412.13,2192.11,55.07592805
2015,Charter Captains,2015CC039,7/20/2015,13:15,P. Pacholski,41.74333,-83.27030,7.01,1.00,25.56,0-2 meter intergraded,0.06,15.31,0.01052,0.00396,0.00656,338.718,2.913,8.635,,251.275,330.083,3.426,40.720,379.438,110.752,0.00,1.64,2.82,3.84,1.72,8.30,4744.42,40.80,120.95,,7057.31,4623.47,106.12,570.37,5314.79,50.08426428
2015,Charter Captains,2015CC041,7/20/2015,,D. Spangler,41.64842,-83.09875,5.58,1.50,24.22,0-2 meter intergraded,1.15,17.17,0.00944,0.00312,0.00632,98.354,0.430,2.010,0.709,43.326,96.344,1.837,48.519,146.873,79.953,2.22,4.08,0.42,3.02,0.98,9.74,1377.64,6.02,28.15,21.96,1216.85,1349.49,56.90,679.61,2057.25,36.15602218
2015,Charter Captains,2015CC042,7/20/2015,13:45,R. Eickholt,41.63867,-83.03917,6.71,1.12,21.11,0-2 meter intergraded,1.52,18.73,0.01015,0.00325,0.00690,6.241,0.507,1.926,0.122,14.518,4.315,2.540,49.570,55.811,21.973,3.34,3.67,0.41,3.57,1.26,10.99,87.42,7.10,26.98,3.78,407.75,60.44,78.67,694.33,781.74,9.936511102
2015,Charter Captains,2015CC043,7/27/2015,13:15,P. Pacholski,41.74833,-83.32407,5.49,1.49,25.78,0-2 meter intergraded,1.97,31.53,0.00806,0.00244,0.00562,123.222,0.264,2.142,0.874,66.849,121.080,2.655,51.609,174.831,65.850,5.14,3.11,4.14,10.28,1.96,22.67,1725.97,3.70,30.00,27.07,1877.52,1695.97,82.24,722.89,2448.86,29.77842685
2015,Charter Captains,2015CC044,7/27/2015,12:30,R. Eickholt,41.63717,-83.08583,4.27,0.61,24.44,0-2 meter intergraded,1.17,75.28,0.01903,0.00193,0.01710,118.109,0.099,1.929,0.655,68.834,116.180,5.186,134.078,252.187,48.628,0.00,62.39,0.00,13.57,1.06,75.96,1654.35,1.39,27.02,20.29,1933.27,1627.33,160.63,1878.03,3532.38,21.99064752
2015,Charter Captains,2015CC045,7/27/2015,14:00,R. Unger,41.70507,-82.77573,10.67,1.18,25.00,0-2 meter intergraded,1.87,29.51,0.00803,,,113.157,0.709,2.870,0.158,47.452,110.287,1.890,58.312,171.469,90.724,0.00,13.68,0.00,7.00,1.19,20.68,1584.99,9.93,40.20,4.89,1332.74,1544.79,58.54,816.78,2401.77,41.02717799
2015,Charter Captains,2015CC046,7/27/2015,9:00,D. Spangler,41.64833,-83.09858,5.55,1.52,24.61,0-2 meter intergraded,0.86,17.01,0.00673,0.00050,0.00623,114.719,0.764,1.819,1.028,63.943,112.900,2.476,49.996,164.715,66.525,0.55,5.62,0.03,3.41,1.78,9.61,1606.87,10.70,25.48,31.84,1795.90,1581.39,76.69,700.29,2307.16,30.08363736
2015,Charter Captains,2015CC047,7/27/2015,12:20,D. Lowther,41.68325,-82.86295,10.67,0.50,25.78,0-2 meter intergraded,16.95,90.39,0.00707,0.00090,0.00617,72.185,0.029,1.959,0.099,37.990,70.226,3.471,130.702,202.887,58.452,0.00,81.41,0.00,16.54,0.50,97.95,1011.10,0.41,27.44,3.07,1066.99,983.66,107.51,1830.74,2841.84,26.43305998
2015,Charter Captains,2015CC048,8/3/2015,,P. Pacholski,41.73883,-83.32700,5.49,1.22,25.00,0-2 meter intergraded,0.54,14.78,0.00946,0.00294,0.00652,115.322,2.297,1.510,1.666,69.009,113.812,2.934,51.519,166.841,56.865,0.00,5.32,0.00,2.59,1.59,7.91,1615.32,32.17,21.15,51.60,1938.19,1594.16,90.88,721.63,2336.94,25.7152357
2015,Charter Captains,2015CC049,8/3/2015,12:30,R. Eickholt,41.65733,-83.18450,5.18,0.89,25.56,0-2 meter intergraded,0.29,48.63,0.01796,0.00780,0.01016,61.016,0.062,1.026,0.091,55.844,59.990,1.839,54.064,115.080,62.577,0.00,32.38,0.00,9.00,0.29,41.39,854.65,0.87,14.37,2.82,1568.43,840.28,56.96,757.27,1611.93,28.29866569
2015,Charter Captains,2015CC051,8/10/2015,9:30,J. Tucholski,41.74050,-82.89728,10.06,2.57,25.56,0-2 meter intergraded,1.18,61.19,0.00356,0.00036,0.00320,23.547,1.058,0.565,0.000,28.397,22.982,0.469,16.125,39.672,84.588,1.08,24.81,19.93,11.13,2.66,56.95,329.82,14.82,7.91,0.00,797.56,321.91,14.53,225.86,555.69,38.25243512
2015,Charter Captains,2015CC052,8/10/2015,11:10,J. Tucholski,41.56105,-82.97382,4.88,1.97,,0-2 meter intergraded,2.75,19.12,0.01976,0.00732,0.01244,15.185,0.379,0.293,0.000,9.497,14.892,2.938,85.407,100.592,34.238,0.00,7.12,0.04,4.16,0.61,11.31,212.70,5.31,4.10,0.00,266.73,208.59,91.00,1196.30,1408.99,15.48315588
2015,Charter Captains,2015CC053,8/10/2015,10:30,R. Eickholt,41.72617,-82.92600,10.06,0.69,23.89,0-2 meter intergraded,0.63,172.03,0.00804,0.00096,0.00708,26.446,0.418,0.730,0.000,27.448,25.716,0.650,26.400,52.846,81.302,0.00,219.50,0.00,20.02,0.00,239.53,370.43,5.85,10.23,0.00,770.90,360.20,20.13,369.78,740.21,36.76601825
2015,Charter Captains,2015CC054,8/10/2015,12:15,P. Pacholski,41.81250,-83.17833,8.23,0.41,23.89,0-2 meter intergraded,3.42,43.18,0.07140,0.00320,0.06820,4.999,0.000,0.151,0.000,42.719,4.848,5.156,226.032,231.031,44.808,0.00,26.66,0.00,8.43,1.74,35.09,70.02,0.00,2.12,0.00,1199.81,67.91,159.70,3166.03,3236.05,20.26306716
2015,Charter Captains,2015CC055,8/10/2015,,D. Spangler,41.64892,-83.09833,5.55,0.48,24.33,0-2 meter intergraded,0.70,35.89,0.01556,0.00368,0.01188,43.823,0.000,0.372,0.000,59.546,43.451,1.398,83.000,126.823,90.717,0.00,17.11,0.10,9.93,1.30,27.14,613.83,0.00,5.21,0.00,1672.41,608.62,43.30,1162.58,1776.41,41.02406442
2015,Charter Captains,2015CC056,8/10/2015,14:30,R. Unger,41.60848,-82.74510,7.01,0.80,24.44,0-2 meter intergraded,2.68,29.96,0.01217,0.00197,0.01020,49.245,0.000,1.142,0.000,42.316,48.103,1.262,52.886,102.131,80.928,0.00,17.85,0.00,3.26,0.93,21.12,689.77,0.00,16.00,0.00,1188.49,673.78,39.09,740.77,1430.55,36.5970487
2015,Charter Captains,2015CC057,8/17/2015,10:10,R. Eickholt,41.69533,-82.89333,10.06,1.39,25.56,0-2 meter intergraded,2.20,28.42,0.00964,0.00052,0.00912,16.821,0.000,0.419,0.000,36.093,16.402,0.980,48.733,65.554,66.892,4.67,11.57,0.06,3.32,0.34,19.62,235.61,0.00,5.87,0.00,1013.71,229.74,30.35,682.60,918.21,30.24969191
2015,Charter Captains,2015CC058,8/17/2015,,P. Pacholski,41.67980,-83.17550,8.53,1.57,25.00,0-2 meter intergraded,2.05,28.42,0.00964,0.00004,0.00960,11.687,0.000,0.320,0.121,23.292,11.367,0.708,34.720,46.407,65.547,4.67,11.57,0.06,3.32,0.34,19.62,163.70,0.00,4.48,3.75,654.18,159.22,21.93,486.32,650.02,29.64135626
2015,Charter Captains,2015CC059,8/17/2015,13:00,D. Spangler,41.64842,-83.09845,5.46,0.25,26.22,0-2 meter intergraded,6.05,210.12,0.00920,,,23.039,0.000,0.431,0.000,39.728,22.608,7.358,345.988,369.027,50.153,0.00,284.40,0.00,31.89,0.00,316.29,322.71,0.00,6.04,0.00,1115.80,316.67,227.91,4846.25,5168.96,22.68016417
2015,Charter Captains,2015CC061,8/17/2015,11:30,D. Lowther/J. Tucholski ,41.55848,-82.96427,5.88,0.55,25.56,0-2 meter intergraded,2.32,57.52,0.02540,0.00607,0.01933,14.709,0.000,0.253,0.000,43.887,14.456,1.425,81.639,96.348,67.613,0.00,43.55,0.00,8.72,1.21,52.27,206.03,0.00,3.54,0.00,1232.61,202.49,44.14,1143.52,1349.55,30.5756483
2015,Charter Captains,2015CC062,8/17/2015,,D. Lowther,41.53577,-82.91197,5.43,0.48,25.89,0-2 meter intergraded,2.67,80.38,0.02640,0.00353,0.02287,7.506,0.000,0.171,0.000,41.279,7.335,1.681,100.674,108.180,64.355,0.00,72.19,0.00,11.02,0.83,83.21,105.14,0.00,2.40,0.00,1159.36,102.74,52.07,1410.14,1515.28,29.10228559
2015,Charter Captains,2015CC063,8/24/2015,11:15,P. Pacholski,41.71785,-83.25393,7.01,,23.33,0-2 meter intergraded,0.84,38.08,0.01700,0.00540,0.01160,8.728,0.541,0.284,0.000,47.066,8.444,1.370,61.802,70.530,51.482,0.00,24.11,0.00,5.35,1.47,29.46,122.25,7.58,3.98,0.00,1321.90,118.28,42.43,865.66,987.91,23.28097429
2015,Charter Captains,2015CC064,8/24/2015,10:00,D. Spangler,41.64817,-83.09855,5.36,0.56,23.06,0-2 meter intergraded,3.22,51.89,0.02224,0.01024,0.01200,12.371,2.951,0.309,0.030,30.239,12.062,1.903,79.932,92.303,48.504,0.00,17.54,18.91,8.83,2.85,45.29,173.28,41.33,4.33,0.93,849.29,168.95,58.94,1119.61,1292.89,21.93435474
2015,Charter Captains,2015CC065,8/24/2015,13:15,D. Lowther,41.54945,-82.95463,4.82,0.56,23.89,0-2 meter intergraded,3.44,40.51,0.02460,0.01080,0.01380,16.181,3.880,0.366,0.050,25.577,15.815,1.952,87.321,103.502,53.024,0.00,13.49,11.91,6.71,2.63,32.11,226.65,54.35,5.13,1.55,718.36,221.52,60.46,1223.11,1449.75,23.97821021
2015,Charter Captains,2015CC066,8/24/2015,13:15,J. Tucholski,41.54558,-82.92070,5.73,0.98,23.83,0-2 meter intergraded,2.93,40.26,0.01805,0.00735,0.01070,19.611,0.974,0.584,0.020,21.682,19.027,1.687,61.074,80.685,47.828,0.00,12.49,12.67,6.67,1.91,31.84,274.69,13.64,8.18,0.62,608.96,266.51,52.25,855.46,1130.15,21.62845789
2015,Charter Captains,2015CC067,8/31/2015,10:30,P. Pacholski,41.70422,-83.21267,7.32,0.80,22.72,0-2 meter intergraded,2.73,43.00,0.01377,0.00360,0.01017,8.878,0.000,0.289,0.000,12.471,8.589,1.479,76.630,85.508,57.815,0.00,24.99,0.00,9.89,1.64,34.89,124.35,0.00,4.05,0.00,350.26,120.31,45.81,1073.36,1197.71,26.14486533
2015,Charter Captains,2015CC068,8/31/2015,10:00,D. Spangler,41.64842,-83.09840,5.46,0.76,22.11,0-2 meter intergraded,2.22,28.81,0.01505,0.00440,0.01065,12.112,0.000,0.299,0.000,6.029,11.813,1.347,58.069,70.181,52.102,0.00,11.68,0.64,7.66,1.95,19.99,169.65,0.00,4.19,0.00,169.33,165.46,41.72,813.37,983.03,23.5613294
2015,Charter Captains,2015CC069,8/31/2015,11:10,R. Eickholt,41.78000,-82.94167,10.36,0.86,22.22,0-2 meter intergraded,1.69,44.78,0.01170,0.00115,0.01055,2.472,0.000,0.144,0.000,38.436,2.328,0.903,56.796,59.268,65.635,0.00,31.73,0.00,5.17,0.47,36.91,34.63,0.00,2.02,0.00,1079.51,32.61,27.97,795.54,830.17,29.6811249
2015,Charter Captains,2015CC071,8/31/2015,14:35,R. Unger,41.59283,-82.63500,12.50,1.65,24.44,0-2 meter intergraded,0.17,21.68,0.00873,0.00083,0.00790,0.000,0.000,0.002,0.000,10.177,0.000,0.794,32.313,32.246,40.612,0.00,4.82,3.92,4.73,0.72,13.46,0.00,0.00,0.03,0.00,285.83,0.00,24.59,452.61,451.67,18.36551799
2015,Charter Captains,2015CC072,9/8/2015,12:40,R. Eickholt,41.76233,-82.97167,9.75,1.70,21.11,0-2 meter intergraded,0.63,17.20,0.00800,0.00016,0.00784,8.759,0.000,0.228,0.000,25.529,8.531,0.711,29.112,37.871,53.264,1.42,5.81,0.00,2.53,0.40,9.77,122.69,0.00,3.19,0.00,717.01,119.49,22.02,407.77,530.46,24.08712725
2015,Charter Captains,2015CC073,9/8/2015,,D. McGee,41.77293,-83.28827,8.11,1.80,26.06,0-2 meter intergraded,0.88,38.00,0.01496,0.00404,0.01092,1.369,1.116,0.163,0.078,24.123,1.206,2.367,81.169,82.538,34.870,0.00,15.77,2.81,10.79,2.58,29.38,19.18,15.63,2.28,2.42,677.52,16.89,73.32,1136.93,1156.11,15.76897693
2015,Charter Captains,2015CC074,9/7/2015,9:10,D. Spangler,41.64850,-83.09850,5.43,0.91,23.50,0-2 meter intergraded,1.37,23.49,0.01276,0.00492,0.00784,8.197,0.751,0.323,0.000,12.129,7.874,1.196,47.385,55.582,46.473,0.00,10.00,0.00,5.05,1.45,15.06,114.82,10.52,4.52,0.00,340.66,110.29,37.04,663.72,778.54,21.01603702
2015,Charter Captains,2015CC075,9/14/2015,,D. McGee,41.68940,-83.22005,5.27,1.00,21.11,0-2 meter intergraded,1.00,50.18,0.02527,0.01420,0.01107,,,,,,,2.262,63.574,63.455,28.053,2.91,12.83,20.68,6.80,2.57,43.23,,,,,,,70.06,890.48,888.81,12.68589412
2015,Charter Captains,2015CC076,9/14/2015,9:30,D. Spangler,41.64833,-83.09842,5.43,0.30,19.56,0-2 meter intergraded,1.28,27.74,0.03233,0.02213,0.01020,,,,,,,2.200,53.612,53.499,24.318,0.00,9.67,2.24,7.06,2.20,18.97,,,,,,,68.14,750.94,749.36,10.99691373
2015,Charter Captains,2015CC077,9/14/2015,14:10,J. Tucholski,41.56035,-82.97697,5.18,0.85,,0-2 meter intergraded,1.39,29.23,0.05973,0.04553,0.01420,9.030,1.623,0.236,0.239,19.261,8.794,2.390,60.930,69.960,29.272,2.05,8.32,5.18,4.85,1.71,20.40,126.48,22.73,3.31,7.40,540.96,123.18,74.03,853.45,979.93,13.23730985
2015,Charter Captains,2015CC078,9/14/2015,14:35,J. Tucholski,41.56735,-82.92660,6.40,1.15,,0-2 meter intergraded,1.21,30.16,0.04867,0.03728,0.01139,9.260,1.402,0.241,0.223,20.068,9.019,2.738,58.311,67.571,24.679,2.23,8.61,5.07,5.40,1.72,21.31,129.70,19.64,3.38,6.91,563.63,126.33,84.81,816.76,946.47,11.16027091
2015,Charter Captains,2015CC079,9/21/2015,,D. Spangler,41.45227,-82.53070,12.07,0.91,20.61,0-2 meter intergraded,0.21,19.70,0.01040,0.00510,0.00530,3.519,2.346,0.392,0.157,21.114,3.127,1.254,35.942,39.461,31.468,0.00,3.31,4.33,4.15,0.56,11.79,49.29,32.86,5.49,4.86,593.01,43.80,38.84,503.44,552.73,14.23044185
2015,Charter Captains,2015CC081,9/21/2015,16:00,P. Pacholski,41.58133,-82.80685,5.79,1.00,20.67,0-2 meter intergraded,0.61,22.21,0.01225,0.00565,0.00660,1.354,1.048,0.090,0.155,21.587,1.264,1.422,28.517,29.871,21.006,0.75,6.33,2.55,4.30,0.73,13.92,18.97,14.68,1.26,4.80,606.29,17.70,44.05,399.44,418.40,9.499439914
2015,Charter Captains,2015CC082,9/21/2015,12:15,D. Lowther,41.67243,-82.83362,9.24,1.27,21.33,0-2 meter intergraded,1.18,21.33,0.00948,0.00368,0.00580,2.218,1.777,0.084,0.048,24.392,2.134,1.261,37.868,40.086,31.789,0.00,8.02,0.86,4.28,1.09,13.17,31.07,24.89,1.18,1.49,685.07,29.89,39.06,530.42,561.48,14.37558312
2015,Charter Captains,2015CC083,9/21/2015,15:40,D. Lowther/J. Tucholski ,41.63510,-82.83558,9.08,1.15,,0-2 meter intergraded,1.87,21.65,0.00927,0.00347,0.00580,2.443,4.864,0.122,0.040,23.235,2.321,1.289,39.646,42.089,32.652,0.00,7.98,0.31,5.15,1.10,13.44,34.22,68.13,1.71,1.24,652.58,32.51,39.93,555.32,589.54,14.76602246
2015,Charter Captains,2015CC084,9/28/2015,10:30,D. Spangler,41.40453,-82.49598,9.39,1.37,20.33,0-2 meter intergraded,1.13,22.50,0.01068,0.00376,0.00692,0.190,0.005,0.151,0.172,15.077,0.039,1.385,32.635,32.825,23.700,0.00,7.80,1.07,5.31,1.05,14.18,2.66,0.07,2.12,5.33,423.45,0.55,42.90,457.12,459.78,10.7177296
2015,Charter Captains,2015CC085,9/28/2015,,D. McGee,41.73178,-83.28345,6.71,1.10,21.50,0-2 meter intergraded,2.62,30.58,0.00812,0.00312,0.00500,0.000,0.263,0.010,0.740,6.107,0.000,2.377,56.765,56.738,23.870,0.00,17.81,0.00,3.91,1.34,21.72,0.00,3.68,0.14,22.92,171.52,0.00,73.63,795.11,794.73,10.79425506
2015,Charter Captains,2015CC086,9/28/2015,12:55,R. Eickholt,41.77433,-82.95500,10.06,1.98,20.00,0-2 meter intergraded,0.53,19.37,0.00620,0.00208,0.00412,4.963,0.723,0.001,0.029,17.504,4.962,0.762,29.888,34.851,45.736,0.23,7.18,0.23,3.88,0.67,11.52,69.52,10.13,0.01,0.90,491.62,69.50,23.60,418.64,488.16,20.68274166
2015,Charter Captains,2015CC087,10/5/2015,9:30,D. McGee,41.70005,-83.25852,5.79,,16.89,0-2 meter intergraded,0.88,14.90,0.08640,0.06380,0.02260,9.357,2.768,0.194,0.349,19.744,9.163,2.375,61.325,70.682,29.761,0.00,4.44,2.59,0.97,1.07,8.00,131.06,38.77,2.72,10.81,554.53,128.35,73.56,858.98,990.04,13.45838818
2015,Charter Captains,2015CC088,10/5/2015,13:50,D. Spangler,41.57500,-82.69267,9.45,0.17,17.94,0-2 meter intergraded,0.23,13.52,0.04580,0.02620,0.01960,8.011,2.716,0.277,0.126,23.321,7.734,1.501,27.757,35.768,23.829,0.12,3.05,2.80,1.02,0.84,6.99,112.21,38.04,3.88,3.90,654.99,108.33,46.49,388.79,501.00,10.77610462
